text,pagenum,doc_name
"The risks that we considered most likely to adversely affect the Group’s available financial resources over this period were: ■ the availability of funding and liquidity in the event of a market wide stress scenario and ■ the impact on regulatory capital requirements in the event of an economic slowdown or recession. We considered whether these risks could plausibly affect the availability of financial resources in the going cdoonwcnesrind ep escrieonda bryio cso tmhapta croinugld s earviesere f,r boumt pthlaeusseib rlies ks individually and collectively against the level of available financial resources indicated by the Group’s financial forecasts. Our procedures also included: ■ We critically assessed the assumptions in the directors’ downside scenarios relevant to liquidity and capital metrics. In particular, we considered sensitivities over the level of available financial resources indicated by the Group’s financial forecasts in taking account of the impact of severe but plausible scenarios on these and assessing whether these downside scenarios applied take into account all reasonably possible outcomes.",20,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC home.barclays/annualreport,20,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data,20,with-highlights-comments-barclays-country-snapshot-2021pdf
"Accordingly, we found the use of the going concern basis of preparation without any material uncertainty for the Group to be acceptable. However, as we cannot predict all future events or conditions and as subsequent events may result in outcomes that are inconsistent with judgements that were reasonable at the time they were made, the above conclusions are not a guarantee that the Group will continue in operation.",20,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our conclusions based on this work: ■ we consider that the directors’ use of the going concern basis of accounting in the preparation of the CBCR Information is appropriate; and ■ we have not identified, and concur with the directors’ assessment that there is not, a material uncertainty related to events or conditions that, individually or collectively, may cast significant doubt on the Group’s ability to continue as a going concern for the going concern period.",20,with-highlights-comments-barclays-country-snapshot-2021pdf
"However, as we cannot predict all future events or conditions and as subsequent events may result in outcomes that are inconsistent with judgements that were reasonable at the time they were made, the above conclusions are not a guarantee that the Group will continue in operation.",20,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC Country Snapshot 2021,20,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data Independent Auditor’s report in relation to the Country by country data,21,with-highlights-comments-barclays-country-snapshot-2021pdf
Overview,21,with-highlights-comments-barclays-country-snapshot-2021pdf
Fraud and breaches of laws and regulations – ability to detect To identify risks of material misstatement due to fraud (“fraud risks”) we assessed events or conditions that could indicate an incentive or pressure to commit fraud or provide an opportunity to commit fraud.,21,with-highlights-comments-barclays-country-snapshot-2021pdf
"In this risk assessment we considered the following: ■ Our meetings throughout the year with the Group Head of Risk, Group Head of Compliance and Group Head of Legal and reviews of Barclays’ internal ethics and compliance reporting summaries, including those concerning investigations. ■ Enquiries of management, internal audit, and the Board Audit Committee, including obtaining and reviewing supporting documentation, concerning the Group’s policies and procedures relating to: – detecting and responding to the risks of fraud and whether they have knowledge of any actual, suspected or alleged fraud; and – the internal controls established to mitigate risks related to fraud, including the appropriateness and impact of changes made to these controls to facilitate remote/hybrid working. ■ The Group’s remuneration policies, key drivers for remuneration and bonus levels. ■ Discussions among the engagement team regarding how and where fraud might occur in the financial statements and any potential indicators of fraud. The engagement team includes audit partners and staff who have extensive experience of working with banks, and this experience was relevant to the discussion about where fraud risks may arise. The discussions also involved our own forensic specialists to assist us in identifying fraud risks based on discussions of the circumstances of the Group, including consideration of fraudulent schemes that had arisen in similar sectors and industries. The forensic specialists participated in the initial fraud risk assessment discussions and were consulted throughout the audit where further guidance was deemed necessary. Barclays PLC 19 home.barclays/annualreport",21,with-highlights-comments-barclays-country-snapshot-2021pdf
Tax contribution,21,with-highlights-comments-barclays-country-snapshot-2021pdf
We communicated identified fraud risks throughout the audit team and remained alert to any indications of fraud throughout the audit. This included communication from the Group audit team to component audit teams of relevant fraud risks identified at the Group level.,21,with-highlights-comments-barclays-country-snapshot-2021pdf
"We have identified five fraud risks which were communicated to component audit teams. The nature of these fraud risks is substantially unchanged from the prior year but the allocation of certain fraud risks to components has been updated. The fraud risks we identified are set out below: ■ IFRS 9 ECL: Judgmental qualitative adjustments made to the ECL provision; ■ Valuations: Risk relating to unobservable pricing inputs used to price level 3 fair value instruments; ■ Revenue recognition: Cut-off of the recognition of revenue from investment banking advisory fees; ■ Existence and accuracy of unconfirmed over-the- counter bilateral derivatives; and ■ The risk of management override of controls, common with all audits under ISAs (UK). Our audit procedures included evaluating the design and implementation and operating effectiveness of relevant internal controls, as well as substantive procedures to address the fraud risks. Other information The directors are responsible for the other information, which comprises both the (i) total tax paid, social security paid, VAT paid, bank levy paid and other taxes paid, which are labelled as “Unaudited” and set out on pages 20 to 25 of the CBCR Information and (ii) all of the information on pages 1 to 16 of this report. Our opinion on the CBCR Information does not cover the other information and, accordingly, we do not express an audit opinion or any form of assurance conclusion thereon.",21,with-highlights-comments-barclays-country-snapshot-2021pdf
Approach to tax,21,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our responsibility is to read the other information and, in doing so, consider whether, based on our CBCR Information audit work, the information therein is materially misstated or inconsistent with the CBCR Information or our audit knowledge. Based solely on that work, we have not identified material misstatements in the other information.",21,with-highlights-comments-barclays-country-snapshot-2021pdf
"Directors’ responsibilities As explained more fully in their statement set out on page 17, the directors of the Company are responsible for the preparation of the CBCR Information for the year ended 31 December 2021 in accordance with, aRnedq ufoirre imnteenrptsre (Ctinogu nthtrey r-ebqyu-Cireomunetnrtys oefp, tohreti nCga)p ital R Regulations 2013, as set out in the special purpose basis of preparation in Note 1 to the CBCR Information; determining that the basis of preparation is acceptable in the circumstances; such internal control as they determine is necessary to enable the preparation of the CBCR Information that is free from material misstatement, whether due to fraud or error; assessing the Group’s ability to continue as a going concern and disclosing, as applicable, matters related to going concern; and using the going concern basis of accounting unless they either intend to liquidate the Group or to cease operations, or have no realistic alternative but to do so.",21,with-highlights-comments-barclays-country-snapshot-2021pdf
"Auditor’s responsibilities Our objectives are to obtain reasonable assurance about whether the CBCR Information as a whole is free from material misstatement, whether due to fraud or error, and to issue our opinion in an auditor’s report.",21,with-highlights-comments-barclays-country-snapshot-2021pdf
"Reasonable assurance is a high level of assurance but does not guarantee that an audit conducted in accordance with ISAs (UK) will always detect a material misstatement when it exists. Misstatements can arise from fraud or error and are considered material if, individually or in aggregate, they could reasonably be expected to influence the economic decisions of users taken on the basis of the CBCR Information.",21,with-highlights-comments-barclays-country-snapshot-2021pdf
A fuller description of our responsibilities is provided on the FRC’s website at www.frc.org.uk/ auditorsresponsibilities.,21,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data,21,with-highlights-comments-barclays-country-snapshot-2021pdf
"The purpose of our audit work and to whom we owe our responsibilities This report is made solely to the Company, in accordance with the agreed terms of our engagement. Our audit work has been undertaken so that we might state to the Company those matters we have agreed to state to it in this report, and to facilitate the Company’s compliance with the requirement for audit of the Company’s CBCR Information set out in Regulation 2(7) of the Capital Requirements (Country-by-Country- Reporting) Regulations 2013, and for no other purpose. To the fullest extent permitted by law, we do not accept or assume responsibility to anyone other than the Company for our audit work, for this report, or for the opinions we have formed.",21,with-highlights-comments-barclays-country-snapshot-2021pdf
"Michelle Hinchliffe for and on behalf of KPMG LLP Chartered Accountants 15 Canada Square, London E14 5GL",21,with-highlights-comments-barclays-country-snapshot-2021pdf
22-Feb-22,21,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC Country Snapshot 2021,21,with-highlights-comments-barclays-country-snapshot-2021pdf
Country Snapshot 2021,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Overview,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Countrya,22,with-highlights-comments-barclays-country-snapshot-2021pdf
United Kingdom,22,with-highlights-comments-barclays-country-snapshot-2021pdf
United States,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Luxembourg,22,with-highlights-comments-barclays-country-snapshot-2021pdf
India,22,with-highlights-comments-barclays-country-snapshot-2021pdf
20,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Tax contribution,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Commentary,22,with-highlights-comments-barclays-country-snapshot-2021pdf
"We are one of the largest banks in the UK. Over the last decade, we have been consistently ranked as one of the top five largest taxpayers in the UK, in terms of taxes paid. Our principal UK activities include consumer banking and payments operations, as well as a full service, global corporate and investment bank.",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"Various factors mean that the profit we report as being earned in the UK differs from the profits on which we are subject to UK corporation tax. In particular, being a UK-headquartered bank, the profit figure includes dividends received from overseas subsidiaries, which are not taxed in the UK as they have already been taxed in the jurisdiction in which those profits were earned. A large part of our accounting profits reported as earned in the UK in 2021, were made up of dividends received from our overseas subsidiaries, which are not taxable under UK law. In addition, the tax treatment and accounting treatment of various expenses differ, for example Additional Tier 1 coupons and cash contributions to our main UK pension fund.",22,with-highlights-comments-barclays-country-snapshot-2021pdf
In 2021 we paid corporation tax of £56m. The amount of corporation tax we paid was reduced by the utilisation of available brought forward tax losses to offset against current year taxable profits.,22,with-highlights-comments-barclays-country-snapshot-2021pdf
The US is our main market outside the UK. Our principal US activities include a significant and wide ranging corporate and investment banking business and international consumer cards operations.,22,with-highlights-comments-barclays-country-snapshot-2021pdf
"We are subject to US taxes, including federal, state and local corporate income taxes on profits from those activities. We have for a number of years been utilising tax losses incurred which have now been exhausted in full and therefore substantial cash tax payments were made during the year.",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in Luxembourg include treasury activities such as raising financing, collateral management and funding our Barclays International operations, as well as investment banking activities including our equities business. We have also continued to develop our corporate banking business in Luxembourg, which offers our European clients a range of banking products and services, including cash management, debt, foreign exchange and trade finance facilities.",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"While these activities are taxed locally at a rate above the UK corporation tax rate, we paid no corporation tax in Luxembourg in 2021 as our taxable profits were offset by substantial tax losses brought forward from prior years, and also due to dividend income not being taxable under Luxembourg law. We have unused tax losses which are automatically carried forward, and available to offset against future taxable profits.",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our global service centre, which provides world class technology and operations solutions and services to our businesses globally, is located in India.",22,with-highlights-comments-barclays-country-snapshot-2021pdf
We also carry on corporate and investment banking activities and provide private banking services in India. These activities are taxed locally at rates above the UK corporation tax rate.,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC home.barclays/annualreport,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Approach to tax,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Audited Unaudited Audited Total C orporation Profit/(loss) tax paid/ tax paid/ Turnover before tax (refunded) (refunded) £m £m £m £m,22,with-highlights-comments-barclays-country-snapshot-2021pdf
"7,576",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"1,108",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"14,693",22,with-highlights-comments-barclays-country-snapshot-2021pdf
858,22,with-highlights-comments-barclays-country-snapshot-2021pdf
"5,279",22,with-highlights-comments-barclays-country-snapshot-2021pdf
184,22,with-highlights-comments-barclays-country-snapshot-2021pdf
"1,211",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"3,379",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"1,085",22,with-highlights-comments-barclays-country-snapshot-2021pdf
100,22,with-highlights-comments-barclays-country-snapshot-2021pdf
56,22,with-highlights-comments-barclays-country-snapshot-2021pdf
79,22,with-highlights-comments-barclays-country-snapshot-2021pdf
918,22,with-highlights-comments-barclays-country-snapshot-2021pdf
2,22,with-highlights-comments-barclays-country-snapshot-2021pdf
793,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Social Security paid £m,22,with-highlights-comments-barclays-country-snapshot-2021pdf
404,22,with-highlights-comments-barclays-country-snapshot-2021pdf
96,22,with-highlights-comments-barclays-country-snapshot-2021pdf
1,22,with-highlights-comments-barclays-country-snapshot-2021pdf
17,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Unaudited Bank VAT levy paid paid £m £m,22,with-highlights-comments-barclays-country-snapshot-2021pdf
4,22,with-highlights-comments-barclays-country-snapshot-2021pdf
1,22,with-highlights-comments-barclays-country-snapshot-2021pdf
4,22,with-highlights-comments-barclays-country-snapshot-2021pdf
465,22,with-highlights-comments-barclays-country-snapshot-2021pdf
239,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Other taxes paid £m,22,with-highlights-comments-barclays-country-snapshot-2021pdf
47,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
25,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Audited Public Average subsidies number of received employees £m,22,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC Country Snapshot 2021,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
"45,686",22,with-highlights-comments-barclays-country-snapshot-2021pdf
"9,875",22,with-highlights-comments-barclays-country-snapshot-2021pdf
54,22,with-highlights-comments-barclays-country-snapshot-2021pdf
–,22,with-highlights-comments-barclays-country-snapshot-2021pdf
"21,338",22,with-highlights-comments-barclays-country-snapshot-2021pdf
Country Snapshot 2021,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Overview,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Countrya,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Ireland,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Germany,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Singapore,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Japan,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Hong Kong,23,with-highlights-comments-barclays-country-snapshot-2021pdf
France,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Isle of Man,23,with-highlights-comments-barclays-country-snapshot-2021pdf
21,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Tax contribution,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Commentary,23,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in Ireland consist of corporate and investment banking activities, private banking services as well as merchant acquiring services. Ireland also acts as a holding location for some of our European subsidiaries. These activities in Ireland are taxed locally at a rate below the UK corporation tax rate.",23,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our principal Irish operating subsidiary operates across Europe through established branches in Belgium, France, Germany, Italy, Portugal, Luxembourg, the Netherlands, Spain and Sweden. The profits earned in these branches are reported in the respective countries and are subject to tax locally.",23,with-highlights-comments-barclays-country-snapshot-2021pdf
The profit before tax includes dividend income received from European subsidiaries which is not subject to tax in Ireland.,23,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in Germany consist of corporate and investment banking activities and consumer cards and loans. These activities are taxed locally at a rate above the UK corporation tax rate. Corporation tax payments made in 2021 were calculated based on taxable profits which were higher than accounting profits, and include additional payments in respect of prior years.",23,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in Singapore consist of corporate and investment banking activities. Our regional technology and operations service centre is also located in Singapore. These activities are taxed locally at a rate below the UK corporation tax rate. In 2021, our taxable profits in Singapore were reduced as a result of the offset of tax losses brought forward from prior years.",23,with-highlights-comments-barclays-country-snapshot-2021pdf
Our operations in Japan consist of investment banking activities. These activities are taxed locally at rates above the UK corporation tax rate. Corporation tax payments made in 2021 relate to current and prior years.,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Hong Kong is a regional centre for our investment banking business and also provides corporate banking facilities. These activities are taxed locally at a rate below the UK corporation tax rate. Corporation tax payments made in 2021 relate to current and prior years.,23,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in France consist of corporate and investment banking activities. These activities are taxed locally at rates above the UK corporation tax rate. In 2021, taxable profits were reduced as a result of the offset of tax losses brought forward from prior years. Corporation tax payments made in 2021 relate to current and prior years.",23,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in the Isle of Man consist of banking, credit and investment services as well as funding our Barclays International operations. These activities are taxed locally at a rate below the UK corporation tax rate.",23,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC home.barclays/annualreport,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Approach to tax,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Audited Unaudited Audited Total C orporation Profit/(loss) tax paid/ tax paid/ Turnover before tax (refunded) (refunded) £m £m £m £m,23,with-highlights-comments-barclays-country-snapshot-2021pdf
400,23,with-highlights-comments-barclays-country-snapshot-2021pdf
383,23,with-highlights-comments-barclays-country-snapshot-2021pdf
333,23,with-highlights-comments-barclays-country-snapshot-2021pdf
323,23,with-highlights-comments-barclays-country-snapshot-2021pdf
269,23,with-highlights-comments-barclays-country-snapshot-2021pdf
187,23,with-highlights-comments-barclays-country-snapshot-2021pdf
489,23,with-highlights-comments-barclays-country-snapshot-2021pdf
382,23,with-highlights-comments-barclays-country-snapshot-2021pdf
11,23,with-highlights-comments-barclays-country-snapshot-2021pdf
125,23,with-highlights-comments-barclays-country-snapshot-2021pdf
107,23,with-highlights-comments-barclays-country-snapshot-2021pdf
121,23,with-highlights-comments-barclays-country-snapshot-2021pdf
77,23,with-highlights-comments-barclays-country-snapshot-2021pdf
55,23,with-highlights-comments-barclays-country-snapshot-2021pdf
123,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
83,23,with-highlights-comments-barclays-country-snapshot-2021pdf
6,23,with-highlights-comments-barclays-country-snapshot-2021pdf
21,23,with-highlights-comments-barclays-country-snapshot-2021pdf
5,23,with-highlights-comments-barclays-country-snapshot-2021pdf
46,23,with-highlights-comments-barclays-country-snapshot-2021pdf
13,23,with-highlights-comments-barclays-country-snapshot-2021pdf
62,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
14,23,with-highlights-comments-barclays-country-snapshot-2021pdf
5,23,with-highlights-comments-barclays-country-snapshot-2021pdf
18,23,with-highlights-comments-barclays-country-snapshot-2021pdf
11,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Social Security paid £m,23,with-highlights-comments-barclays-country-snapshot-2021pdf
4,23,with-highlights-comments-barclays-country-snapshot-2021pdf
8,23,with-highlights-comments-barclays-country-snapshot-2021pdf
5,23,with-highlights-comments-barclays-country-snapshot-2021pdf
5,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
26,23,with-highlights-comments-barclays-country-snapshot-2021pdf
2,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Unaudited Bank VAT levy paid paid £m £m,23,with-highlights-comments-barclays-country-snapshot-2021pdf
13,23,with-highlights-comments-barclays-country-snapshot-2021pdf
1,23,with-highlights-comments-barclays-country-snapshot-2021pdf
2,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
2,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
6,23,with-highlights-comments-barclays-country-snapshot-2021pdf
1,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC Country Snapshot 2021,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Other taxes paid £m,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Audited Public Average subsidies number of received employees £m,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
303,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
–,23,with-highlights-comments-barclays-country-snapshot-2021pdf
826,23,with-highlights-comments-barclays-country-snapshot-2021pdf
751,23,with-highlights-comments-barclays-country-snapshot-2021pdf
449,23,with-highlights-comments-barclays-country-snapshot-2021pdf
462,23,with-highlights-comments-barclays-country-snapshot-2021pdf
252,23,with-highlights-comments-barclays-country-snapshot-2021pdf
421,23,with-highlights-comments-barclays-country-snapshot-2021pdf
Country Snapshot 2021,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Our operations in the UAE consist of corporate and investment banking activities and private banking services. These activities are taxed locally at a rate above the UK corporation tax rate. United Arab The corporation tax paid in 2021 was based on taxable profits in 2020. Emirates (UAE),24,with-highlights-comments-barclays-country-snapshot-2021pdf
Overview,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Countrya,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Jersey,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Monaco,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Switzerland,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Czech Republic,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Canada,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Spain,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Italy,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Mexico,24,with-highlights-comments-barclays-country-snapshot-2021pdf
22,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Tax contribution,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Commentary,24,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in Jersey consist of banking, credit and investment services as well as funding our Barclays International operations. These activities are taxed locally at a rate below the UK corporation tax rate.",24,with-highlights-comments-barclays-country-snapshot-2021pdf
Our operations in Monaco consist of private banking services. These activities are taxed locally at rates above the UK corporation tax rate. Corporation tax payments made in 2021 were calculated based on taxable profits which were lower than accounting profits.,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Our operations in Switzerland consist of investment banking activities and private banking and group services. These activities are taxed locally at a rate below the UK corporation tax rate.,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Our operations in the Czech Republic consist of IT support and development functions. These activities are taxed locally at a rate similar to the UK corporation tax rate.,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Our operations in Canada focus on investment banking activities. These activities are taxed locally at a rate above the UK corporation tax rate. The corporation tax paid in 2021 was based on taxable profits in 2020.,24,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in Spain consist of corporate and investment banking activities. These activities are taxed locally at a rate above the UK corporation tax rate. In 2021, taxable profits were reduced as a result of the offset of tax losses brought forward from prior years.",24,with-highlights-comments-barclays-country-snapshot-2021pdf
"Our operations in Italy consist of corporate and investment banking activities as well as a legacy residential mortgage portfolio. These activities are taxed locally at rates above the UK corporation tax rate. In 2021, taxable profits were reduced as a result of the offset of tax losses brought forward from prior years.",24,with-highlights-comments-barclays-country-snapshot-2021pdf
Our operations in Mexico focus on investment banking activities. These activities are taxed locally at a rate above the UK corporation tax rate.,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC home.barclays/annualreport,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Approach to tax,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Audited,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Turnover £m,24,with-highlights-comments-barclays-country-snapshot-2021pdf
173,24,with-highlights-comments-barclays-country-snapshot-2021pdf
153,24,with-highlights-comments-barclays-country-snapshot-2021pdf
117,24,with-highlights-comments-barclays-country-snapshot-2021pdf
97,24,with-highlights-comments-barclays-country-snapshot-2021pdf
89,24,with-highlights-comments-barclays-country-snapshot-2021pdf
75,24,with-highlights-comments-barclays-country-snapshot-2021pdf
70,24,with-highlights-comments-barclays-country-snapshot-2021pdf
62,24,with-highlights-comments-barclays-country-snapshot-2021pdf
42,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Profit/(loss) before tax £m,24,with-highlights-comments-barclays-country-snapshot-2021pdf
102,24,with-highlights-comments-barclays-country-snapshot-2021pdf
61,24,with-highlights-comments-barclays-country-snapshot-2021pdf
1,24,with-highlights-comments-barclays-country-snapshot-2021pdf
9,24,with-highlights-comments-barclays-country-snapshot-2021pdf
58,24,with-highlights-comments-barclays-country-snapshot-2021pdf
24,24,with-highlights-comments-barclays-country-snapshot-2021pdf
-35,24,with-highlights-comments-barclays-country-snapshot-2021pdf
24,24,with-highlights-comments-barclays-country-snapshot-2021pdf
5,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Unaudited Audited Total C orporation tax paid/ tax paid/ (refunded) (refunded) £m £m,24,with-highlights-comments-barclays-country-snapshot-2021pdf
11,24,with-highlights-comments-barclays-country-snapshot-2021pdf
18,24,with-highlights-comments-barclays-country-snapshot-2021pdf
8,24,with-highlights-comments-barclays-country-snapshot-2021pdf
19,24,with-highlights-comments-barclays-country-snapshot-2021pdf
5,24,with-highlights-comments-barclays-country-snapshot-2021pdf
10,24,with-highlights-comments-barclays-country-snapshot-2021pdf
17,24,with-highlights-comments-barclays-country-snapshot-2021pdf
16,24,with-highlights-comments-barclays-country-snapshot-2021pdf
1,24,with-highlights-comments-barclays-country-snapshot-2021pdf
10,24,with-highlights-comments-barclays-country-snapshot-2021pdf
5,24,with-highlights-comments-barclays-country-snapshot-2021pdf
1,24,with-highlights-comments-barclays-country-snapshot-2021pdf
3,24,with-highlights-comments-barclays-country-snapshot-2021pdf
3,24,with-highlights-comments-barclays-country-snapshot-2021pdf
4,24,with-highlights-comments-barclays-country-snapshot-2021pdf
–,24,with-highlights-comments-barclays-country-snapshot-2021pdf
13,24,with-highlights-comments-barclays-country-snapshot-2021pdf
1,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Social Security paid £m,24,with-highlights-comments-barclays-country-snapshot-2021pdf
1,24,with-highlights-comments-barclays-country-snapshot-2021pdf
7,24,with-highlights-comments-barclays-country-snapshot-2021pdf
5,24,with-highlights-comments-barclays-country-snapshot-2021pdf
16,24,with-highlights-comments-barclays-country-snapshot-2021pdf
1,24,with-highlights-comments-barclays-country-snapshot-2021pdf
1,24,with-highlights-comments-barclays-country-snapshot-2021pdf
5,24,with-highlights-comments-barclays-country-snapshot-2021pdf
1,24,with-highlights-comments-barclays-country-snapshot-2021pdf
–,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Country by country data,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Barclays PLC Country Snapshot 2021,24,with-highlights-comments-barclays-country-snapshot-2021pdf
Unaudited,24,with-highlights-comments-barclays-country-snapshot-2021pdf
VAT paid £m,24,with-highlights-comments-barclays-country-snapshot-2021pdf
–,24,with-highlights-comments-barclays-country-snapshot-2021pdf
6,24,with-highlights-comments-barclays-country-snapshot-2021pdf
